Frame,Scheme,Cluster,Size,# all fragments,# protein fragments,# waters,Charge,Reactant IRC,dGact (kcal/mol),dGrxn (kcal/mol),TS path,TS method,TS E,TS E+ZPE,TS E+thrm E,TS H,TS G,TS Nbasis,TS Nimag,TS G kcal/mol,irc1 path,irc1 method,irc1 E,irc1 E+ZPE,irc1 E+thrm E,irc1 H,irc1 G,irc1 Nbasis,irc1 Nimag,irc1 G kcal/mol,irc2 path,irc2 method,irc2 E,irc2 E+ZPE,irc2 E+thrm E,irc2 H,irc2 G,irc2 Nbasis,irc2 Nimag,irc2 G kcal/mol
4909,S3,random4,185,15,10,5,0,irc1,8.06,-15.43,/project/dwappett/CM-MD-250-set/opts/S3_random4/f4909/ts-4909/,E(RB3LYP),-4173.667358,-4172.11381,-4172.03071,-4172.029766,-4172.232528,1060,NImag=1,-2618117.634,/project/dwappett/CM-MD-250-set/opts/S3_random4/f4909/ts-4909/irc1,E(RB3LYP),-4173.681693,-4172.126065,-4172.042681,-4172.041737,-4172.245366,1060,NImag=0,-2618125.69,/project/dwappett/CM-MD-250-set/opts/S3_random4/f4909/ts-4909/irc2,E(RB3LYP),-4173.706453,-4172.150254,-4172.066656,-4172.065712,-4172.269959,1060,NImag=0,-2618141.122
5000,S1,sampling,162,14,8,6,0,irc2,6.6,-19.11,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f5000/ts-5000/,E(RB3LYP),-3656.031299,-3654.656698,-3654.581917,-3654.580973,-3654.767233,920,NImag=1,-2293402.986,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f5000/ts-5000/irc2,E(RB3LYP),-3656.044374,-3654.667817,-3654.592845,-3654.591901,-3654.777754,920,NImag=0,-2293409.588,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f5000/ts-5000/irc1,E(RB3LYP),-3656.068729,-3654.692695,-3654.616749,-3654.615805,-3654.808215,920,NImag=0,-2293428.703
5084,S2,random1,193,18,10,8,0,irc1,11.36,-13.83,/project/dwappett/CM-MD-250-set/opts/S2_random1/f5084/ts-5084/,E(RB3LYP),-4327.764162,-4326.136013,-4326.047556,-4326.046612,-4326.259131,1100,NImag=1,-2714770.867,/project/dwappett/CM-MD-250-set/opts/S2_random1/f5084/ts-5084/irc1,E(RB3LYP),-4327.779668,-4326.150558,-4326.061038,-4326.060094,-4326.277241,1100,NImag=0,-2714782.231,/project/dwappett/CM-MD-250-set/opts/S2_random1/f5084/ts-5084/irc2,E(RB3LYP),-4327.801262,-4326.17214,-4326.082065,-4326.081121,-4326.299282,1100,NImag=0,-2714796.062
5133,S5,cluster3qm,209,18,11,7,0,irc1,11.51,-11.07,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5133/ts-5133/,E(RB3LYP),-4637.425038,-4635.66119,-4635.567065,-4635.566121,-4635.791128,1188,NImag=1,-2909005.291,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5133/ts-5133/irc1,E(RB3LYP),-4637.446538,-4635.680554,-4635.586291,-4635.585347,-4635.809475,1188,NImag=0,-2909016.804,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5133/ts-5133/irc2,E(RB3LYP),-4637.460693,-4635.695031,-4635.600068,-4635.599124,-4635.827124,1188,NImag=0,-2909027.879
5223,S7,activecluster3,232,17,14,3,0,irc1,10.85,-13.48,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f5223/ts-5223/,E(RB3LYP),-5280.345039,-5278.41546,-5278.315875,-5278.314931,-5278.55138,1359,NImag=1,-3312343.776,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f5223/ts-5223/irc1,E(RB3LYP),-5280.367539,-5278.434776,-5278.335662,-5278.334718,-5278.568676,1359,NImag=0,-3312354.63,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f5223/ts-5223/irc2,E(RB3LYP),-5280.385208,-5278.453272,-5278.353117,-5278.352173,-5278.59015,1359,NImag=0,-3312368.105
5556,S6,active2cluster2,178,13,8,5,0,irc1,9.5,-16,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f5556/ts-5556/,E(RB3LYP),-3965.656798,-3964.155645,-3964.074909,-3964.073965,-3964.273379,1008,NImag=1,-2487621.188,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f5556/ts-5556/irc1,E(RB3LYP),-3965.67376,-3964.170526,-3964.089603,-3964.088659,-3964.288511,1008,NImag=0,-2487630.684,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f5556/ts-5556/irc2,E(RB3LYP),-3965.698595,-3964.195189,-3964.114003,-3964.113059,-3964.314003,1008,NImag=0,-2487646.68
5649,S6,active2cluster4,194,17,10,7,0,irc2,10.07,-15.7,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f5649/ts-5649/,E(RB3LYP),-4097.050636,-4095.417852,-4095.331871,-4095.330927,-4095.538038,1117,NImag=1,-2569991.074,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f5649/ts-5649/irc2,E(RB3LYP),-4097.068393,-4095.433208,-4095.34707,-4095.346126,-4095.554093,1117,NImag=0,-2570001.149,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f5649/ts-5649/irc1,E(RB3LYP),-4097.091396,-4095.456714,-4095.36993,-4095.368986,-4095.57912,1117,NImag=0,-2570016.854
5690,S7,activecluster2,212,17,12,5,0,irc2,11.16,-15.06,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5690/ts-5690/,E(RB3LYP),-4602.45501,-4600.664119,-4600.570834,-4600.569889,-4600.792859,1191,NImag=1,-2887043.527,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5690/ts-5690/irc2,E(RB3LYP),-4602.475062,-4600.681822,-4600.58864,-4600.587696,-4600.810645,1191,NImag=0,-2887054.688,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5690/ts-5690/irc1,E(RB3LYP),-4602.4989,-4600.705442,-4600.611724,-4600.61078,-4600.834647,1191,NImag=0,-2887069.749
5836,S7,activecluster2,212,17,12,5,0,irc1,10.68,-14.15,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5836/ts-5836/,E(RB3LYP),-4602.468508,-4600.676849,-4600.5842,-4600.583256,-4600.805682,1191,NImag=1,-2887051.574,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5836/ts-5836/irc1,E(RB3LYP),-4602.486717,-4600.693519,-4600.600684,-4600.599739,-4600.822708,1191,NImag=0,-2887062.257,/project/dwappett/CM-MD-250-set/opts/S7_activecluster2/f5836/ts-5836/irc2,E(RB3LYP),-4602.508397,-4600.714634,-4600.621325,-4600.620381,-4600.845262,1191,NImag=0,-2887076.41
5870,S5,cluster3qm,194,15,10,5,0,irc1,12.24,-17.51,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5870/ts-5870/,E(RB3LYP),-4291.590943,-4289.959109,-4289.871828,-4289.870884,-4290.083926,1099,NImag=1,-2692070.564,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5870/ts-5870/irc1,E(RB3LYP),-4291.616749,-4289.980733,-4289.894073,-4289.893129,-4290.103438,1099,NImag=0,-2692082.808,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f5870/ts-5870/irc2,E(RB3LYP),-4291.642204,-4290.007206,-4289.920346,-4289.919401,-4290.131337,1099,NImag=0,-2692100.315
5874,S3,random4,191,14,10,4,0,irc1,10.35,-14.66,/project/dwappett/CM-MD-250-set/opts/S3_random4/f5874/ts-5874/,E(RB3LYP),-4215.148991,-4213.543591,-4213.458329,-4213.457385,-4213.666781,1081,NImag=1,-2644118.042,/project/dwappett/CM-MD-250-set/opts/S3_random4/f5874/ts-5874/irc1,E(RB3LYP),-4215.168063,-4213.560322,-4213.475123,-4213.474178,-4213.683272,1081,NImag=0,-2644128.39,/project/dwappett/CM-MD-250-set/opts/S3_random4/f5874/ts-5874/irc2,E(RB3LYP),-4215.19628,-4213.586383,-4213.501723,-4213.500779,-4213.706635,1081,NImag=0,-2644143.051
6000,S1,sampling,210,17,12,5,0,irc1,12.01,-11.52,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f6000/ts-6000/,E(RB3LYP),-4692.51786,-4690.75713,-4690.663515,-4690.662571,-4690.88797,1204,NImag=1,-2943579.11,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f6000/ts-6000/irc1,E(RB3LYP),-4692.537467,-4690.774726,-4690.680737,-4690.679792,-4690.907115,1204,NImag=0,-2943591.124,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f6000/ts-6000/irc2,E(RB3LYP),-4692.560007,-4690.795887,-4690.702237,-4690.701293,-4690.925467,1204,NImag=0,-2943602.64
6011,S4,random5,198,16,9,7,0,irc1,11.24,-16.07,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6011/ts-6011/,E(RB3LYP),-3991.891487,-3990.21452,-3990.125753,-3990.124809,-3990.342284,1105,NImag=1,-2503979.687,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6011/ts-6011/irc1,E(RB3LYP),-3991.909628,-3990.231317,-3990.142258,-3990.141314,-3990.360191,1105,NImag=0,-2503990.923,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6011/ts-6011/irc2,E(RB3LYP),-3991.935293,-3990.255316,-3990.16632,-3990.165376,-3990.385802,1105,NImag=0,-2504006.995
6086,S6,active2cluster4,206,17,11,6,0,irc2,11.59,-14.71,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f6086/ts-6086/,E(RB3LYP),-4560.955709,-4559.225857,-4559.134082,-4559.133138,-4559.354075,1170,NImag=1,-2861040.276,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f6086/ts-6086/irc2,E(RB3LYP),-4560.976988,-4559.2441,-4559.152446,-4559.151502,-4559.372542,1170,NImag=0,-2861051.864,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f6086/ts-6086/irc1,E(RB3LYP),-4561.001516,-4559.267685,-4559.175667,-4559.174723,-4559.395991,1170,NImag=0,-2861066.578
6271,S5,cluster3qm,222,19,13,6,0,irc1,8.84,-12.35,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f6271/ts-6271/,E(RB3LYP),-4886.910916,-4885.043302,-4884.944734,-4884.943789,-4885.176396,1261,NImag=1,-3065497.04,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f6271/ts-6271/irc1,E(RB3LYP),-4886.925538,-4885.056167,-4884.957221,-4884.956277,-4885.190488,1261,NImag=0,-3065505.883,/project/dwappett/CM-MD-250-set/opts/S5_cluster3qm/f6271/ts-6271/irc2,E(RB3LYP),-4886.94609,-4885.075987,-4884.976794,-4884.97585,-4885.210176,1261,NImag=0,-3065518.238
6315,S3,random4,199,18,11,7,0,irc1,12.35,-10.9,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6315/ts-6315/,E(RB3LYP),-4369.270347,-4367.58239,-4367.492154,-4367.49121,-4367.707806,1121,NImag=1,-2740780.325,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6315/ts-6315/irc1,E(RB3LYP),-4369.291425,-4367.601438,-4367.511115,-4367.510171,-4367.727479,1121,NImag=0,-2740792.67,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6315/ts-6315/irc2,E(RB3LYP),-4369.306041,-4367.616742,-4367.525438,-4367.524494,-4367.744845,1121,NImag=0,-2740803.568
6412,S3,random4a,200,15,11,4,0,irc2,12.05,-10.8,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6412/ts-6412/,E(RB3LYP),-4408.09081,-4406.405904,-4406.317948,-4406.317003,-4406.529459,1134,NImag=1,-2765141.301,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6412/ts-6412/irc2,E(RB3LYP),-4408.117035,-4406.428434,-4406.341238,-4406.340293,-4406.548664,1134,NImag=0,-2765153.352,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6412/ts-6412/irc1,E(RB3LYP),-4408.129511,-4406.442274,-4406.353876,-4406.352932,-4406.565872,1134,NImag=0,-2765164.15
6418,S6,active2cluster2,202,17,10,7,0,irc1,7.1,-19.75,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6418/ts-6418/,E(RB3LYP),-4429.395957,-4427.688217,-4427.598068,-4427.597123,-4427.813663,1136,NImag=1,-2778497.352,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6418/ts-6418/irc1,E(RB3LYP),-4429.409507,-4427.699439,-4427.609273,-4427.608329,-4427.824975,1136,NImag=0,-2778504.45,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6418/ts-6418/irc2,E(RB3LYP),-4429.439457,-4427.729695,-4427.63884,-4427.637895,-4427.856448,1136,NImag=0,-2778524.2
6464,S8,rincluster2,192,16,11,5,0,irc1,6.6,-16.71,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f6464/ts-6464/,E(RB3LYP),-4381.663991,-4380.054897,-4379.966959,-4379.966015,-4380.178837,1112,NImag=1,-2748606.022,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f6464/ts-6464/irc1,E(RB3LYP),-4381.677282,-4380.066184,-4379.978108,-4379.977164,-4380.189359,1112,NImag=0,-2748612.625,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f6464/ts-6464/irc2,E(RB3LYP),-4381.703639,-4380.092202,-4380.003805,-4380.002861,-4380.215986,1112,NImag=0,-2748629.333
6570,S6,active2cluster2,179,13,8,5,1,irc1,11.44,-14.47,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6570/ts-6570/,E(RB3LYP),-3531.774262,-3530.251668,-3530.171441,-3530.170496,-3530.36954,991,NImag=1,-2215342.19,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6570/ts-6570/irc1,E(RB3LYP),-3531.794854,-3530.269839,-3530.189511,-3530.188567,-3530.387774,991,NImag=0,-2215353.632,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster2/f6570/ts-6570/irc2,E(RB3LYP),-3531.816616,-3530.291514,-3530.210923,-3530.209979,-3530.41083,991,NImag=0,-2215368.1
6678,S7,activecluster3,215,17,11,6,0,irc2,7.96,-16.43,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6678/ts-6678/,E(RB3LYP),-4678.897585,-4677.085466,-4676.991434,-4676.99049,-4677.214066,1209,NImag=1,-2934998.599,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6678/ts-6678/irc2,E(RB3LYP),-4678.911776,-4677.097611,-4677.003267,-4677.002323,-4677.226755,1209,NImag=0,-2935006.561,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6678/ts-6678/irc1,E(RB3LYP),-4678.938444,-4677.123947,-4677.029614,-4677.02867,-4677.252942,1209,NImag=0,-2935022.994
6771,S4,random5,206,17,11,6,0,irc1,6.25,-19,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6771/ts-6771/,E(RB3LYP),-4560.981874,-4559.24727,-4559.157671,-4559.156727,-4559.370716,1170,NImag=1,-2861050.718,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6771/ts-6771/irc1,E(RB3LYP),-4560.993632,-4559.256853,-4559.167042,-4559.166098,-4559.38067,1170,NImag=0,-2861056.964,/project/dwappett/CM-MD-250-set/opts/S4_random5/f6771/ts-6771/irc2,E(RB3LYP),-4561.022755,-4559.286311,-4559.195909,-4559.194965,-4559.410956,1170,NImag=0,-2861075.969
6849,S3,random4a,199,15,10,5,0,irc1,8.96,-9.57,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6849/ts-6849/,E(RB3LYP),-4047.052517,-4045.373002,-4045.287689,-4045.286745,-4045.492732,1121,NImag=1,-2538587.144,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6849/ts-6849/irc1,E(RB3LYP),-4047.067447,-4045.386408,-4045.300583,-4045.299638,-4045.507006,1121,NImag=0,-2538596.101,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f6849/ts-6849/irc2,E(RB3LYP),-4047.084144,-4045.402138,-4045.316324,-4045.31538,-4045.522256,1121,NImag=0,-2538605.671
6944,S3,random4,218,16,11,5,1,irc2,11.29,-9.88,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6944/ts-6944/,E(RB3LYP),-4697.585719,-4695.735723,-4695.642557,-4695.641613,-4695.864194,1222,NImag=1,-2946701.74,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6944/ts-6944/irc2,E(RB3LYP),-4697.607935,-4695.755166,-4695.662078,-4695.661134,-4695.882188,1222,NImag=0,-2946713.032,/project/dwappett/CM-MD-250-set/opts/S3_random4/f6944/ts-6944/irc1,E(RB3LYP),-4697.621424,-4695.768971,-4695.675237,-4695.674292,-4695.89793,1222,NImag=0,-2946722.91
6981,S7,activecluster3,209,13,11,2,1,irc1,10.78,-15.28,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6981/ts-6981/,E(RB3LYP),-4468.27709,-4466.50334,-4466.417665,-4466.416721,-4466.623526,1168,NImag=1,-2802850.929,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6981/ts-6981/irc1,E(RB3LYP),-4468.297593,-4466.52092,-4466.435332,-4466.434387,-4466.640706,1168,NImag=0,-2802861.709,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f6981/ts-6981/irc2,E(RB3LYP),-4468.31954,-4466.543668,-4466.457692,-4466.456748,-4466.665053,1168,NImag=0,-2802876.987
7000,S1,sampling,222,15,11,4,1,irc2,12.94,-12.62,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f7000/ts-7000/,E(RB3LYP),-4829.138831,-4827.257826,-4827.162157,-4827.161213,-4827.388607,1256,NImag=1,-3029234.625,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f7000/ts-7000/irc2,E(RB3LYP),-4829.15939,-4827.276611,-4827.180516,-4827.179572,-4827.409227,1256,NImag=0,-3029247.564,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f7000/ts-7000/irc1,E(RB3LYP),-4829.17939,-4827.296536,-4827.200371,-4827.199426,-4827.429338,1256,NImag=0,-3029260.184
7128,S4,random5,215,15,11,4,1,irc2,9.48,-12.31,/project/dwappett/CM-MD-250-set/opts/S4_random5/f7128/ts-7128/,E(RB3LYP),-4621.142547,-4619.319145,-4619.228104,-4619.22716,-4619.444423,1204,NImag=1,-2898747.57,/project/dwappett/CM-MD-250-set/opts/S4_random5/f7128/ts-7128/irc2,E(RB3LYP),-4621.161795,-4619.335212,-4619.244358,-4619.243414,-4619.459528,1204,NImag=0,-2898757.048,/project/dwappett/CM-MD-250-set/opts/S4_random5/f7128/ts-7128/irc1,E(RB3LYP),-4621.177738,-4619.352417,-4619.260763,-4619.259818,-4619.479147,1204,NImag=0,-2898769.36
7282,S6,active2cluster3,215,14,10,4,1,irc2,9.36,-11.87,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f7282/ts-7282/,E(RB3LYP),-4621.159621,-4619.337123,-4619.248507,-4619.247563,-4619.458954,1204,NImag=1,-2898756.688,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f7282/ts-7282/irc2,E(RB3LYP),-4621.176013,-4619.351115,-4619.262275,-4619.26133,-4619.473876,1204,NImag=0,-2898766.052,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f7282/ts-7282/irc1,E(RB3LYP),-4621.193882,-4619.369142,-4619.279738,-4619.278794,-4619.492786,1204,NImag=0,-2898777.918
7311,S6,active2cluster4,215,14,11,3,1,irc2,6.2,-15.88,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7311/ts-7311/,E(RB3LYP),-4315.215197,-4313.393484,-4313.304985,-4313.304041,-4313.516344,1207,NImag=1,-2706774.641,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7311/ts-7311/irc2,E(RB3LYP),-4315.22842,-4313.403698,-4313.315276,-4313.314332,-4313.526227,1207,NImag=0,-2706780.843,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7311/ts-7311/irc1,E(RB3LYP),-4315.249995,-4313.427442,-4313.337956,-4313.337011,-4313.55153,1207,NImag=0,-2706796.721
7364,S7,activecluster3,212,14,11,3,1,irc2,19.37,-7.99,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f7364/ts-7364/,E(RB3LYP),-4544.688432,-4542.891572,-4542.802898,-4542.801954,-4543.015894,1186,NImag=1,-2850787.904,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f7364/ts-7364/irc2,E(RB3LYP),-4544.722468,-4542.923948,-4542.835191,-4542.834246,-4543.046767,1186,NImag=0,-2850807.277,/project/dwappett/CM-MD-250-set/opts/S7_activecluster3/f7364/ts-7364/irc1,E(RB3LYP),-4544.733485,-4542.934485,-4542.845526,-4542.844582,-4543.059493,1186,NImag=0,-2850815.262
7438,S4,random5a,174,13,8,5,0,irc1,7.08,-15.19,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7438/ts-7438/,E(RB3LYP),-3528.156487,-3526.682294,-3526.605282,-3526.604338,-3526.796023,977,NImag=1,-2213099.772,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7438/ts-7438/irc1,E(RB3LYP),-3528.169525,-3526.693484,-3526.616206,-3526.615262,-3526.807302,977,NImag=0,-2213106.85,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7438/ts-7438/irc2,E(RB3LYP),-3528.190119,-3526.714258,-3526.636289,-3526.635345,-3526.831513,977,NImag=0,-2213122.043
7457,S4,random5a,203,16,11,5,0,irc1,10.14,-16.37,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7457/ts-7457/,E(RB3LYP),-4484.529839,-4482.817678,-4482.728162,-4482.727218,-4482.944217,1152,NImag=1,-2813092.326,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7457/ts-7457/irc1,E(RB3LYP),-4484.548072,-4482.833775,-4482.744221,-4482.743277,-4482.960381,1152,NImag=0,-2813102.469,/project/dwappett/CM-MD-250-set/opts/S4_random5a/f7457/ts-7457/irc2,E(RB3LYP),-4484.574862,-4482.859871,-4482.770131,-4482.769187,-4482.986465,1152,NImag=0,-2813118.837
7505,S8,rincluster2,196,19,10,9,0,irc2,12.34,-12.01,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f7505/ts-7505/,E(RB3LYP),-4404.205454,-4402.550103,-4402.459213,-4402.458269,-4402.674813,1118,NImag=1,-2762722.472,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f7505/ts-7505/irc2,E(RB3LYP),-4404.2274,-4402.569571,-4402.478507,-4402.477563,-4402.69448,1118,NImag=0,-2762734.813,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f7505/ts-7505/irc1,E(RB3LYP),-4404.239333,-4402.583783,-4402.49133,-4402.490386,-4402.713615,1118,NImag=0,-2762746.821
7550,S5,cluster2qm,185,15,10,5,0,irc2,10.99,-21.23,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7550/ts-7550/,E(RB3LYP),-4173.672639,-4172.116909,-4172.034774,-4172.03383,-4172.235289,1060,NImag=1,-2618119.366,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7550/ts-7550/irc2,E(RB3LYP),-4173.691639,-4172.13394,-4172.051695,-4172.05075,-4172.252799,1060,NImag=0,-2618130.354,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7550/ts-7550/irc1,E(RB3LYP),-4173.730711,-4172.17026,-4172.088866,-4172.087921,-4172.286628,1060,NImag=0,-2618151.582
7603,S6,active2cluster4,191,17,10,7,0,irc1,15.11,-16.34,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7603/ts-7603/,E(RB3LYP),-4326.531007,-4324.927536,-4324.838889,-4324.837945,-4325.052548,1096,NImag=1,-2714013.724,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7603/ts-7603/irc1,E(RB3LYP),-4326.564354,-4324.955002,-4324.868054,-4324.86711,-4325.076623,1096,NImag=0,-2714028.832,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster4/f7603/ts-7603/irc2,E(RB3LYP),-4326.588995,-4324.979921,-4324.892502,-4324.891558,-4325.102661,1096,NImag=0,-2714045.171
7607,S5,cluster2qm,182,14,10,4,0,irc1,14.13,-15.56,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7607/ts-7607/,E(RB3LYP),-4097.221231,-4095.693116,-4095.612143,-4095.611199,-4095.810037,1042,NImag=1,-2570161.756,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7607/ts-7607/irc1,E(RB3LYP),-4097.244932,-4095.714695,-4095.63358,-4095.632636,-4095.832561,1042,NImag=0,-2570175.89,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7607/ts-7607/irc2,E(RB3LYP),-4097.269263,-4095.739236,-4095.65758,-4095.656636,-4095.857355,1042,NImag=0,-2570191.449
7724,S5,cluster2qm,174,13,9,4,0,irc2,18.29,-8.45,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7724/ts-7724/,E(RB3LYP),-3814.006728,-3812.535071,-3812.457875,-3812.456931,-3812.649604,976,NImag=1,-2392475.753,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7724/ts-7724/irc2,E(RB3LYP),-3814.039906,-3812.565248,-3812.488616,-3812.487672,-3812.678753,976,NImag=0,-2392494.044,/project/dwappett/CM-MD-250-set/opts/S5_cluster2qm/f7724/ts-7724/irc1,E(RB3LYP),-3814.049528,-3812.575774,-3812.497926,-3812.496982,-3812.692223,976,NImag=0,-2392502.497
7967,S8,rincluster3,237,19,13,6,1,irc1,11.73,-10.02,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f7967/ts-7967/,E(RB3LYP),-5099.973431,-5097.956658,-5097.856018,-5097.855074,-5098.091755,1331,NImag=1,-3199103.557,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f7967/ts-7967/irc1,E(RB3LYP),-5099.991674,-5097.973711,-5097.872488,-5097.871544,-5098.11045,1331,NImag=0,-3199115.288,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f7967/ts-7967/irc2,E(RB3LYP),-5100.00802,-5097.989087,-5097.88748,-5097.886536,-5098.126411,1331,NImag=0,-3199125.304
8000,S1,sampling,227,19,12,7,2,irc2,11.05,-13.12,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f8000/ts-8000/,E(RB3LYP),-4869.134505,-4867.195284,-4867.095594,-4867.09465,-4867.328682,1271,NImag=1,-3054297.421,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f8000/ts-8000/irc2,E(RB3LYP),-4869.154987,-4867.213131,-4867.113452,-4867.112508,-4867.346285,1271,NImag=0,-3054308.467,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f8000/ts-8000/irc1,E(RB3LYP),-4869.174329,-4867.232383,-4867.132131,-4867.131187,-4867.367187,1271,NImag=0,-3054321.584
8007,S4,random5,215,17,11,6,0,irc1,7.72,-14.45,/project/dwappett/CM-MD-250-set/opts/S4_random5/f8007/ts-8007/,E(RB3LYP),-4678.91698,-4677.103961,-4677.010715,-4677.009771,-4677.232905,1209,NImag=1,-2935010.42,/project/dwappett/CM-MD-250-set/opts/S4_random5/f8007/ts-8007/irc1,E(RB3LYP),-4678.932833,-4677.117105,-4677.023917,-4677.022972,-4677.245202,1209,NImag=0,-2935018.137,/project/dwappett/CM-MD-250-set/opts/S4_random5/f8007/ts-8007/irc2,E(RB3LYP),-4678.953102,-4677.138015,-4677.043985,-4677.043041,-4677.26823,1209,NImag=0,-2935032.587
