Frame,Scheme,Cluster,Size,# all fragments,# protein fragments,# waters,Charge,Reactant IRC,dGact (kcal/mol),dGrxn (kcal/mol),TS path,TS method,TS E,TS E+ZPE,TS E+thrm E,TS H,TS G,TS Nbasis,TS Nimag,TS G kcal/mol,irc1 path,irc1 method,irc1 E,irc1 E+ZPE,irc1 E+thrm E,irc1 H,irc1 G,irc1 Nbasis,irc1 Nimag,irc1 G kcal/mol,irc2 path,irc2 method,irc2 E,irc2 E+ZPE,irc2 E+thrm E,irc2 H,irc2 G,irc2 Nbasis,irc2 Nimag,irc2 G kcal/mol
14177,S7,activecluster1,206,17,11,6,0,irc1,15.86,-28.81,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f14177/ts-14177/,E(RB3LYP),-4560.9398,-4559.209149,-4559.117078,-4559.116134,-4559.337725,1170,NImag=1,-2861030.016,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f14177/ts-14177/irc1,E(RB3LYP),-4560.968042,-4559.234637,-4559.142706,-4559.141762,-4559.363003,1170,NImag=0,-2861045.878,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f14177/ts-14177/irc2,E(RB3LYP),-4561.019444,-4559.282321,-4559.192584,-4559.191639,-4559.408915,1170,NImag=0,-2861074.688
14224,S6,active2cluster1,211,16,10,6,0,irc1,9.31,-22.46,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14224/ts-14224/,E(RB3LYP),-4241.395765,-4239.612228,-4239.520824,-4239.51988,-4239.740319,1178,NImag=1,-2660479.448,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14224/ts-14224/irc1,E(RB3LYP),-4241.411097,-4239.625922,-4239.534269,-4239.533325,-4239.75516,1178,NImag=0,-2660488.76,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f14224/ts-14224/irc2,E(RB3LYP),-4241.452617,-4239.663603,-4239.573084,-4239.57214,-4239.79095,1178,NImag=0,-2660511.219
14253,S3,random4,214,17,10,7,0,irc1,18.84,-18.04,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14253/ts-14253/,E(RB3LYP),-4263.664258,-4261.837151,-4261.741717,-4261.740773,-4261.968495,1184,NImag=1,-2674427.85,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14253/ts-14253/irc1,E(RB3LYP),-4263.697541,-4261.867924,-4261.773308,-4261.772363,-4261.998517,1184,NImag=0,-2674446.689,/project/dwappett/CM-MD-250-set/opts/S3_random4/f14253/ts-14253/irc2,E(RB3LYP),-4263.725362,-4261.895733,-4261.801366,-4261.800421,-4262.027271,1184,NImag=0,-2674464.733
14455,S5,cluster1qm,214,18,11,7,0,irc1,5.77,-17.09,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14455/ts-14455/,E(RB3LYP),-4317.831441,-4316.017357,-4315.922175,-4315.921231,-4316.150055,1196,NImag=1,-2708427.321,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14455/ts-14455/irc1,E(RB3LYP),-4317.842506,-4316.026893,-4315.931392,-4315.930448,-4316.159257,1196,NImag=0,-2708433.095,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f14455/ts-14455/irc2,E(RB3LYP),-4317.869007,-4316.052983,-4315.957327,-4315.956382,-4316.186495,1196,NImag=0,-2708450.187
14855,S8,rincluster2,177,15,8,7,0,irc1,8.45,-15.67,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f14855/ts-14855/,E(RB3LYP),-3620.920847,-3619.414667,-3619.336326,-3619.335382,-3619.525329,998,NImag=1,-2271288.339,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f14855/ts-14855/irc1,E(RB3LYP),-3620.934487,-3619.426838,-3619.348072,-3619.347128,-3619.538792,998,NImag=0,-2271296.787,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f14855/ts-14855/irc2,E(RB3LYP),-3620.958908,-3619.451022,-3619.372089,-3619.371144,-3619.563761,998,NImag=0,-2271312.456
14980,S2,random3a,214,17,10,7,0,irc1,9.76,-12.58,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f14980/ts-14980/,E(RB3LYP),-4317.849264,-4316.035842,-4315.943417,-4315.942473,-4316.161867,1196,NImag=1,-2708434.733,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f14980/ts-14980/irc1,E(RB3LYP),-4317.866751,-4316.05071,-4315.958207,-4315.957263,-4316.177418,1196,NImag=0,-2708444.492,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f14980/ts-14980/irc2,E(RB3LYP),-4317.884976,-4316.069838,-4315.976734,-4315.97579,-4316.197463,1196,NImag=0,-2708457.07
15000,S1,sampling,196,13,9,4,0,irc1,12.73,-11.16,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f15000/ts-15000/,E(RB3LYP),-3916.408138,-3914.746453,-3914.661833,-3914.660889,-3914.869003,1091,NImag=1,-2456619.448,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f15000/ts-15000/irc1,E(RB3LYP),-3916.432208,-3914.767713,-3914.683169,-3914.682225,-3914.889282,1091,NImag=0,-2456632.173,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f15000/ts-15000/irc2,E(RB3LYP),-3916.448718,-3914.784206,-3914.699248,-3914.698304,-3914.907061,1091,NImag=0,-2456643.33
15106,S7,activecluster1,190,14,9,5,0,irc2,10.61,-19.19,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15106/ts-15106/,E(RB3LYP),-3854.088625,-3852.480931,-3852.39873,-3852.397786,-3852.597364,1068,NImag=1,-2417543.372,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15106/ts-15106/irc2,E(RB3LYP),-3854.107596,-3852.497761,-3852.415328,-3852.414383,-3852.61427,1068,NImag=0,-2417553.981,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15106/ts-15106/irc1,E(RB3LYP),-3854.13575,-3852.526096,-3852.443373,-3852.442429,-3852.644858,1068,NImag=0,-2417573.175
15124,S8,rincluster1,212,16,11,5,0,irc1,11.35,-15.66,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15124/ts-15124/,E(RB3LYP),-4602.46518,-4600.678055,-4600.587091,-4600.586147,-4600.802639,1191,NImag=1,-2887049.664,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15124/ts-15124/irc1,E(RB3LYP),-4602.483283,-4600.694371,-4600.60289,-4600.601945,-4600.820719,1191,NImag=0,-2887061.009,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15124/ts-15124/irc2,E(RB3LYP),-4602.510257,-4600.719915,-4600.628715,-4600.62777,-4600.845678,1191,NImag=0,-2887076.671
15169,S8,rincluster3,214,17,10,7,0,irc1,11.47,-12.87,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15169/ts-15169/,E(RB3LYP),-4317.842561,-4316.030423,-4315.937431,-4315.936487,-4316.156649,1196,NImag=1,-2708431.459,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15169/ts-15169/irc1,E(RB3LYP),-4317.863418,-4316.048035,-4315.955492,-4315.954548,-4316.174922,1196,NImag=0,-2708442.925,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15169/ts-15169/irc2,E(RB3LYP),-4317.884114,-4316.069324,-4315.976139,-4315.975195,-4316.195438,1196,NImag=0,-2708455.799
15246,S2,random1,205,14,10,4,0,irc1,15.64,-11.36,/project/dwappett/CM-MD-250-set/opts/S2_random1/f15246/ts-15246/,E(RB3LYP),-4088.524502,-4086.788233,-4086.702837,-4086.701893,-4086.907977,1142,NImag=1,-2564575.625,/project/dwappett/CM-MD-250-set/opts/S2_random1/f15246/ts-15246/irc1,E(RB3LYP),-4088.550269,-4086.812391,-4086.727083,-4086.726139,-4086.932894,1142,NImag=0,-2564591.26,/project/dwappett/CM-MD-250-set/opts/S2_random1/f15246/ts-15246/irc2,E(RB3LYP),-4088.570344,-4086.831346,-4086.746119,-4086.745175,-4086.950999,1142,NImag=0,-2564602.621
15355,S8,rincluster1,192,15,9,6,0,irc2,11.03,-12.9,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15355/ts-15355/,E(RB3LYP),-3855.331053,-3853.702767,-3853.618747,-3853.617803,-3853.823517,1072,NImag=1,-2418312.795,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15355/ts-15355/irc2,E(RB3LYP),-3855.352345,-3853.720569,-3853.636958,-3853.636014,-3853.841087,1072,NImag=0,-2418323.821,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f15355/ts-15355/irc1,E(RB3LYP),-3855.370037,-3853.739975,-3853.655089,-3853.654145,-3853.861642,1072,NImag=0,-2418336.719
15461,S8,rincluster3,197,15,10,5,0,irc1,9.05,-15.99,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15461/ts-15461/,E(RB3LYP),-4007.946748,-4006.272418,-4006.185199,-4006.184254,-4006.395297,1108,NImag=1,-2514053.113,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15461/ts-15461/irc1,E(RB3LYP),-4007.963932,-4006.287092,-4006.199777,-4006.198833,-4006.409721,1108,NImag=0,-2514062.164,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15461/ts-15461/irc2,E(RB3LYP),-4007.988474,-4006.311647,-4006.224012,-4006.223068,-4006.435197,1108,NImag=0,-2514078.15
15687,S8,rincluster3,202,15,9,6,0,irc1,13.53,-11.76,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15687/ts-15687/,E(RB3LYP),-4069.302239,-4067.580667,-4067.491538,-4067.490594,-4067.705403,1127,NImag=1,-2552525.817,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15687/ts-15687/irc1,E(RB3LYP),-4069.326786,-4067.602626,-4067.513663,-4067.512718,-4067.72697,1127,NImag=0,-2552539.351,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f15687/ts-15687/irc2,E(RB3LYP),-4069.341033,-4067.617799,-4067.527557,-4067.526613,-4067.745705,1127,NImag=0,-2552551.107
15726,S5,cluster1qm,212,17,12,5,0,irc1,10.89,-14.61,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f15726/ts-15726/,E(RB3LYP),-4602.467681,-4600.673242,-4600.582025,-4600.581081,-4600.799992,1191,NImag=1,-2887048.003,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f15726/ts-15726/irc1,E(RB3LYP),-4602.488237,-4600.690714,-4600.599646,-4600.598702,-4600.817352,1191,NImag=0,-2887058.897,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f15726/ts-15726/irc2,E(RB3LYP),-4602.508379,-4600.71225,-4600.620338,-4600.619394,-4600.840639,1191,NImag=0,-2887073.509
15805,S6,active2cluster3,196,14,9,5,0,irc2,11.16,-16.59,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f15805/ts-15805/,E(RB3LYP),-4276.504605,-4274.851141,-4274.765021,-4274.764077,-4274.975677,1100,NImag=1,-2682589.987,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f15805/ts-15805/irc2,E(RB3LYP),-4276.524946,-4274.869238,-4274.783095,-4274.782151,-4274.993467,1100,NImag=0,-2682601.15,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f15805/ts-15805/irc1,E(RB3LYP),-4276.549878,-4274.894029,-4274.807499,-4274.806555,-4275.019899,1100,NImag=0,-2682617.737
15838,S7,activecluster1,215,18,12,6,0,irc2,7.31,-18.61,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15838/ts-15838/,E(RB3LYP),-4678.911446,-4677.089446,-4676.99625,-4676.995305,-4677.217003,1209,NImag=1,-2935000.442,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15838/ts-15838/irc2,E(RB3LYP),-4678.926397,-4677.101669,-4677.008636,-4677.007692,-4677.228646,1209,NImag=0,-2935007.748,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f15838/ts-15838/irc1,E(RB3LYP),-4678.954574,-4677.130431,-4677.036803,-4677.035858,-4677.258296,1209,NImag=0,-2935026.353
16000,S1,sampling,195,12,9,3,0,irc1,11.9,-13.61,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f16000/ts-16000/,E(RB3LYP),-3804.065483,-3802.410707,-3802.328929,-3802.327985,-3802.530293,1072,NImag=1,-2386125.784,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f16000/ts-16000/irc1,E(RB3LYP),-3804.088884,-3802.431321,-3802.349748,-3802.348804,-3802.549255,1072,NImag=0,-2386137.683,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f16000/ts-16000/irc2,E(RB3LYP),-3804.106376,-3802.449853,-3802.36753,-3802.366586,-3802.57094,1072,NImag=0,-2386151.291
16184,S6,active2cluster3,205,14,10,4,0,irc2,8.57,-18.9,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f16184/ts-16184/,E(RB3LYP),-4088.516867,-4086.783921,-4086.697662,-4086.696718,-4086.906116,1142,NImag=1,-2564574.457,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f16184/ts-16184/irc2,E(RB3LYP),-4088.531518,-4086.796756,-4086.710162,-4086.709218,-4086.919771,1142,NImag=0,-2564583.026,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f16184/ts-16184/irc1,E(RB3LYP),-4088.565748,-4086.828886,-4086.742962,-4086.742018,-4086.949894,1142,NImag=0,-2564601.928
16450,S3,random4,195,15,10,5,0,irc1,9.77,-17.04,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16450/ts-16450/,E(RB3LYP),-4404.708908,-4403.077038,-4402.99183,-4402.990885,-4403.198493,1122,NImag=1,-2763051.086,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16450/ts-16450/irc1,E(RB3LYP),-4404.725924,-4403.091807,-4403.006392,-4403.005448,-4403.214065,1122,NImag=0,-2763060.858,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16450/ts-16450/irc2,E(RB3LYP),-4404.752602,-4403.118389,-4403.032535,-4403.031591,-4403.241216,1122,NImag=0,-2763077.895
16554,S5,cluster1qm,192,14,9,5,0,irc2,7.93,-14.2,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f16554/ts-16554/,E(RB3LYP),-3839.024108,-3837.399133,-3837.315201,-3837.314257,-3837.519177,1069,NImag=1,-2408081.659,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f16554/ts-16554/irc2,E(RB3LYP),-3839.037798,-3837.410653,-3837.32641,-3837.325466,-3837.53181,1069,NImag=0,-2408089.586,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f16554/ts-16554/irc1,E(RB3LYP),-3839.059874,-3837.432834,-3837.348444,-3837.347499,-3837.554435,1069,NImag=0,-2408103.784
16603,S8,rincluster3,196,15,10,5,0,irc1,9.07,-13.34,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f16603/ts-16603/,E(RB3LYP),-4276.520949,-4274.867987,-4274.781431,-4274.780487,-4274.991616,1100,NImag=1,-2682599.989,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f16603/ts-16603/irc1,E(RB3LYP),-4276.537567,-4274.882042,-4274.79541,-4274.794465,-4275.006065,1100,NImag=0,-2682609.056,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f16603/ts-16603/irc2,E(RB3LYP),-4276.557825,-4274.902422,-4274.815341,-4274.814397,-4275.027318,1100,NImag=0,-2682622.392
16652,S6,active2cluster1,219,16,11,5,0,irc1,11.16,-13.91,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f16652/ts-16652/,E(RB3LYP),-4756.304805,-4754.455841,-4754.361219,-4754.360274,-4754.585117,1231,NImag=1,-2983549.707,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f16652/ts-16652/irc1,E(RB3LYP),-4756.324194,-4754.472527,-4754.377822,-4754.376878,-4754.602902,1231,NImag=0,-2983560.867,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster1/f16652/ts-16652/irc2,E(RB3LYP),-4756.346183,-4754.494649,-4754.399722,-4754.398778,-4754.625065,1231,NImag=0,-2983574.775
16805,S3,random4,193,14,8,6,0,irc1,13.44,-11.23,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16805/ts-16805/,E(RB3LYP),-3876.379955,-3874.73552,-3874.649822,-3874.648878,-3874.854934,1074,NImag=1,-2431510.22,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16805/ts-16805/irc1,E(RB3LYP),-3876.40613,-3874.758364,-3874.673285,-3874.67234,-3874.876352,1074,NImag=0,-2431523.66,/project/dwappett/CM-MD-250-set/opts/S3_random4/f16805/ts-16805/irc2,E(RB3LYP),-3876.425588,-3874.776507,-3874.691176,-3874.690231,-3874.894253,1074,NImag=0,-2431534.893
16923,S7,activecluster1,177,14,8,6,0,irc2,9.97,-15.75,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f16923/ts-16923/,E(RB3LYP),-3604.61392,-3603.111952,-3603.033046,-3603.032102,-3603.226484,995,NImag=1,-2261060.651,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f16923/ts-16923/irc2,E(RB3LYP),-3604.630534,-3603.126526,-3603.047486,-3603.046542,-3603.242366,995,NImag=0,-2261070.617,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f16923/ts-16923/irc1,E(RB3LYP),-3604.65541,-3603.151301,-3603.071896,-3603.070951,-3603.26746,995,NImag=0,-2261086.364
16937,S8,rincluster2,211,16,10,6,0,irc2,16.41,-6.73,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f16937/ts-16937/,E(RB3LYP),-4241.409692,-4239.621229,-4239.531842,-4239.530897,-4239.74252,1178,NImag=1,-2660480.829,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f16937/ts-16937/irc2,E(RB3LYP),-4241.435242,-4239.64549,-4239.555897,-4239.554953,-4239.768667,1178,NImag=0,-2660497.236,/project/dwappett/CM-MD-250-set/opts/S8_rincluster2/f16937/ts-16937/irc1,E(RB3LYP),-4241.446458,-4239.656314,-4239.56624,-4239.565296,-4239.779399,1178,NImag=0,-2660503.971
17000,S1,sampling,186,15,9,6,0,irc2,13.89,-13.15,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f17000/ts-17000/,E(RB3LYP),-3722.529325,-3720.942722,-3720.858913,-3720.857969,-3721.061471,1034,NImag=1,-2335003.284,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f17000/ts-17000/irc2,E(RB3LYP),-3722.551765,-3720.963676,-3720.879701,-3720.878757,-3721.083608,1034,NImag=0,-2335017.175,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f17000/ts-17000/irc1,E(RB3LYP),-3722.57699,-3720.987038,-3720.903223,-3720.902278,-3721.104557,1034,NImag=0,-2335030.321
17235,S3,random4,186,14,8,6,0,irc2,10.42,-13.56,/project/dwappett/CM-MD-250-set/opts/S3_random4/f17235/ts-17235/,E(RB3LYP),-3631.973564,-3630.390794,-3630.31055,-3630.309606,-3630.509632,1021,NImag=1,-2278181.099,/project/dwappett/CM-MD-250-set/opts/S3_random4/f17235/ts-17235/irc2,E(RB3LYP),-3631.993571,-3630.408048,-3630.327894,-3630.32695,-3630.52623,1021,NImag=0,-2278191.515,/project/dwappett/CM-MD-250-set/opts/S3_random4/f17235/ts-17235/irc1,E(RB3LYP),-3632.012444,-3630.427721,-3630.346923,-3630.345979,-3630.547838,1021,NImag=0,-2278205.074
17301,S5,cluster1qm,187,14,8,6,0,irc2,7.07,-20.83,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f17301/ts-17301/,E(RB3LYP),-4212.736836,-4211.164085,-4211.083017,-4211.082073,-4211.277993,1073,NImag=1,-2642619.053,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f17301/ts-17301/irc2,E(RB3LYP),-4212.750488,-4211.175247,-4211.094127,-4211.093183,-4211.289253,1073,NImag=0,-2642626.119,/project/dwappett/CM-MD-250-set/opts/S5_cluster1qm/f17301/ts-17301/irc1,E(RB3LYP),-4212.779457,-4211.205515,-4211.123559,-4211.122614,-4211.322442,1073,NImag=0,-2642646.946
17413,S6,active2cluster3,218,17,11,6,0,irc1,10.89,-10.22,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f17413/ts-17413/,E(RB3LYP),-4395.256077,-4393.402016,-4393.307245,-4393.306301,-4393.529944,1218,NImag=1,-2756983.975,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f17413/ts-17413/irc1,E(RB3LYP),-4395.276323,-4393.419799,-4393.325073,-4393.324129,-4393.5473,1218,NImag=0,-2756994.866,/project/dwappett/CM-MD-250-set/opts/S6_active2cluster3/f17413/ts-17413/irc2,E(RB3LYP),-4395.288525,-4393.432885,-4393.337216,-4393.336271,-4393.563589,1218,NImag=0,-2757005.088
17422,S4,random5,212,15,11,4,0,irc1,9.93,-14.37,/project/dwappett/CM-MD-250-set/opts/S4_random5/f17422/ts-17422/,E(RB3LYP),-4242.377002,-4240.577225,-4240.486434,-4240.48549,-4240.702745,1182,NImag=1,-2661083.38,/project/dwappett/CM-MD-250-set/opts/S4_random5/f17422/ts-17422/irc1,E(RB3LYP),-4242.398715,-4240.59454,-4240.504394,-4240.50345,-4240.718571,1182,NImag=0,-2661093.31,/project/dwappett/CM-MD-250-set/opts/S4_random5/f17422/ts-17422/irc2,E(RB3LYP),-4242.416532,-4240.614396,-4240.523203,-4240.522259,-4240.741471,1182,NImag=0,-2661107.68
17536,S8,rincluster1,215,17,11,6,0,irc2,12.68,-9.14,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f17536/ts-17536/,E(RB3LYP),-4678.919709,-4677.102968,-4677.010565,-4677.009621,-4677.227856,1209,NImag=1,-2935007.252,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f17536/ts-17536/irc2,E(RB3LYP),-4678.941456,-4677.123061,-4677.030699,-4677.029755,-4677.248061,1209,NImag=0,-2935019.931,/project/dwappett/CM-MD-250-set/opts/S8_rincluster1/f17536/ts-17536/irc1,E(RB3LYP),-4678.957493,-4677.137412,-4677.045007,-4677.044063,-4677.262626,1209,NImag=0,-2935029.07
17651,S2,random3a,212,16,11,5,0,irc1,7.46,-23.05,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f17651/ts-17651/,E(RB3LYP),-4602.46557,-4600.675623,-4600.585774,-4600.58483,-4600.798444,1191,NImag=1,-2887047.032,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f17651/ts-17651/irc1,E(RB3LYP),-4602.47897,-4600.686996,-4600.597011,-4600.596067,-4600.810328,1191,NImag=0,-2887054.489,/project/dwappett/CM-MD-250-set/opts/S2_random3a/f17651/ts-17651/irc2,E(RB3LYP),-4602.516097,-4600.723339,-4600.633181,-4600.632237,-4600.847064,1191,NImag=0,-2887077.541
17661,S3,random4a,202,16,10,6,0,irc2,7.32,-15.55,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f17661/ts-17661/,E(RB3LYP),-4123.471469,-4121.765219,-4121.677911,-4121.676967,-4121.886434,1139,NImag=1,-2586524.956,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f17661/ts-17661/irc2,E(RB3LYP),-4123.483536,-4121.775758,-4121.68806,-4121.687116,-4121.898106,1139,NImag=0,-2586532.28,/project/dwappett/CM-MD-250-set/opts/S3_random4a/f17661/ts-17661/irc1,E(RB3LYP),-4123.512239,-4121.802154,-4121.714906,-4121.713961,-4121.922891,1139,NImag=0,-2586547.833
17817,S2,random1,221,19,11,8,0,irc2,7.5,-25.05,/project/dwappett/CM-MD-250-set/opts/S2_random1/f17817/ts-17817/,E(RB3LYP),-4831.786279,-4829.91823,-4829.82106,-4829.820116,-4830.050896,1245,NImag=1,-3030905.238,/project/dwappett/CM-MD-250-set/opts/S2_random1/f17817/ts-17817/irc2,E(RB3LYP),-4831.800259,-4829.930451,-4829.833163,-4829.832218,-4830.062848,1245,NImag=0,-3030912.738,/project/dwappett/CM-MD-250-set/opts/S2_random1/f17817/ts-17817/irc1,E(RB3LYP),-4831.850208,-4829.975182,-4829.879195,-4829.878251,-4830.10277,1245,NImag=0,-3030937.789
18000,S1,sampling,212,15,10,5,0,irc2,16.39,-15.24,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f18000/ts-18000/,E(RB3LYP),-4602.457785,-4600.668592,-4600.577655,-4600.576711,-4600.795446,1191,NImag=1,-2887045.15,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f18000/ts-18000/irc2,E(RB3LYP),-4602.48708,-4600.693879,-4600.603548,-4600.602604,-4600.821559,1191,NImag=0,-2887061.536,/project/dwappett/CM-MD-250-set/opts/S1_sampling/f18000/ts-18000/irc1,E(RB3LYP),-4602.509892,-4600.717897,-4600.626946,-4600.626002,-4600.845843,1191,NImag=0,-2887076.775
18009,S3,random4,187,13,9,4,0,irc2,5.28,-22.06,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18009/ts-18009/,E(RB3LYP),-3777.682072,-3776.098875,-3776.02078,-3776.019836,-3776.210292,1050,NImag=1,-2369609.72,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18009/ts-18009/irc2,E(RB3LYP),-3777.689931,-3776.10564,-3776.026755,-3776.025811,-3776.218703,1050,NImag=0,-2369614.998,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18009/ts-18009/irc1,E(RB3LYP),-3777.726659,-3776.141628,-3776.062848,-3776.061904,-3776.253854,1050,NImag=0,-2369637.056
18015,S8,rincluster3,213,15,12,3,0,irc1,9.3,-18.82,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f18015/ts-18015/,E(RB3LYP),-4603.434752,-4601.630632,-4601.539631,-4601.538687,-4601.755894,1195,NImag=1,-2887647.841,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f18015/ts-18015/irc1,E(RB3LYP),-4603.450607,-4601.644709,-4601.553373,-4601.552429,-4601.770712,1195,NImag=0,-2887657.139,/project/dwappett/CM-MD-250-set/opts/S8_rincluster3/f18015/ts-18015/irc2,E(RB3LYP),-4603.480886,-4601.674599,-4601.583207,-4601.582263,-4601.80071,1195,NImag=0,-2887675.964
18167,S3,random4,198,15,9,6,0,irc1,13.94,-11.56,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18167/ts-18167/,E(RB3LYP),-3880.495553,-3878.815858,-3878.731271,-3878.730327,-3878.936903,1090,NImag=1,-2434071.696,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18167/ts-18167/irc1,E(RB3LYP),-3880.522519,-3878.838528,-3878.754634,-3878.75369,-3878.959113,1090,NImag=0,-2434085.633,/project/dwappett/CM-MD-250-set/opts/S3_random4/f18167/ts-18167/irc2,E(RB3LYP),-3880.538218,-3878.85615,-3878.771307,-3878.770363,-3878.977537,1090,NImag=0,-2434097.194
18212,S7,activecluster1,218,18,11,7,0,irc1,9.88,-17.04,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f18212/ts-18212/,E(RB3LYP),-4755.345259,-4753.503197,-4753.408366,-4753.407421,-4753.634096,1227,NImag=1,-2982952.932,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f18212/ts-18212/irc1,E(RB3LYP),-4755.360786,-4753.517249,-4753.422242,-4753.421297,-4753.649835,1227,NImag=0,-2982962.808,/project/dwappett/CM-MD-250-set/opts/S7_activecluster1/f18212/ts-18212/irc2,E(RB3LYP),-4755.391961,-4753.547274,-4753.452341,-4753.451397,-4753.676984,1227,NImag=0,-2982979.844
